[2018-09-11 11:21:24,728] 0 [main]  INFO ContextLoader initWebApplicationContext.285- Root WebApplicationContext: initialization started
 [2018-09-11 11:21:35,725] 10997 [qtp605787935-18]  DEBUG FilterChainProxy doFilter.324- /static/css/bootstrap.css at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
 [2018-09-11 11:21:35,725] 10997 [qtp605787935-18]  DEBUG FilterChainProxy doFilter.324- /static/css/bootstrap.css at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
 [2018-09-11 11:21:35,726] 10998 [qtp605787935-18]  DEBUG FilterChainProxy doFilter.324- /static/css/bootstrap.css at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
 [2018-09-11 11:21:35,728] 11000 [qtp605787935-18]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/bootstrap.css'; against '/'
 [2018-09-11 11:21:35,729] 11001 [qtp605787935-18]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/bootstrap.css'; against '/login'
 [2018-09-11 11:21:35,729] 11001 [qtp605787935-18]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/bootstrap.css'; against '/logout'
 [2018-09-11 11:21:35,729] 11001 [qtp605787935-18]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/bootstrap.css'; against '/userinfo'
 [2018-09-11 11:21:35,729] 11001 [qtp605787935-18]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/bootstrap.css'; against '/admin'
 [2018-09-11 11:21:35,730] 11002 [qtp605787935-18]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/bootstrap.css'; against '/nurse'
 [2018-09-11 11:21:35,730] 11002 [qtp605787935-18]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/bootstrap.css'; against '/physician'
 [2018-09-11 11:21:35,730] 11002 [qtp605787935-18]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/bootstrap.css'; against '/receptionist'
 [2018-09-11 11:21:35,730] 11002 [qtp605787935-18]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/bootstrap.css'; against '/other/**'
 [2018-09-11 11:21:35,731] 11003 [qtp605787935-18]  DEBUG FilterSecurityInterceptor beforeInvocation.209- Public object - authentication not attempted
 [2018-09-11 11:21:35,731] 11003 [qtp605787935-18]  DEBUG FilterChainProxy doFilter.309- /static/css/bootstrap.css reached end of additional filter chain; proceeding with original chain
 [2018-09-11 11:21:35,731] 11003 [qtp605787935-18]  DEBUG DispatcherServlet doService.861- DispatcherServlet with name 'spring-mvc' processing GET request for [/static/css/bootstrap.css]
 [2018-09-11 11:21:35,732] 11004 [qtp605787935-18]  DEBUG RequestMappingHandlerMapping getHandlerInternal.294- Looking up handler method for path /static/css/bootstrap.css
 [2018-09-11 11:21:35,747] 11019 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 1 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
 [2018-09-11 11:21:35,747] 11019 [qtp605787935-12]  DEBUG HttpSessionSecurityContextRepository readSecurityContextFromSession.171- HttpSession returned null object for SPRING_SECURITY_CONTEXT
 [2018-09-11 11:21:35,747] 11019 [qtp605787935-12]  DEBUG HttpSessionSecurityContextRepository loadContext.101- No SecurityContext was available from the HttpSession: org.eclipse.jetty.server.session.HashedSession:p232ej6rjly9g1a9tq91vl1n@118659266. A new one will be created.
 [2018-09-11 11:21:35,748] 11020 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 2 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
 [2018-09-11 11:21:35,748] 11020 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
 [2018-09-11 11:21:35,748] 11020 [qtp605787935-12]  DEBUG HstsHeaderWriter writeHeaders.128- Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@70201b26
 [2018-09-11 11:21:35,748] 11020 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
 [2018-09-11 11:21:35,749] 11021 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/logout'
 [2018-09-11 11:21:35,749] 11021 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 5 of 11 in additional filter chain; firing Filter: 'UsernamePasswordAuthenticationFilter'
 [2018-09-11 11:21:35,749] 11021 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.131- Request 'GET /static/css/app.css' doesn't match 'POST /j_spring_security_check
 [2018-09-11 11:21:35,749] 11021 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 6 of 11 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
 [2018-09-11 11:21:35,750] 11022 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 7 of 11 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
 [2018-09-11 11:21:35,750] 11022 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 8 of 11 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
 [2018-09-11 11:21:35,750] 11022 [qtp605787935-12]  DEBUG AnonymousAuthenticationFilter doFilter.100- Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@9057bc48: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: p232ej6rjly9g1a9tq91vl1n; Granted Authorities: ROLE_ANONYMOUS'
 [2018-09-11 11:21:35,751] 11023 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
 [2018-09-11 11:21:35,751] 11023 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
 [2018-09-11 11:21:35,751] 11023 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.324- /static/css/app.css at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
 [2018-09-11 11:21:35,751] 11023 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/'
 [2018-09-11 11:21:35,751] 11023 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/login'
 [2018-09-11 11:21:35,752] 11024 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/logout'
 [2018-09-11 11:21:35,752] 11024 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/userinfo'
 [2018-09-11 11:21:35,753] 11025 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/admin'
 [2018-09-11 11:21:35,753] 11025 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/nurse'
 [2018-09-11 11:21:35,753] 11025 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/physician'
 [2018-09-11 11:21:35,753] 11025 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/receptionist'
 [2018-09-11 11:21:35,753] 11025 [qtp605787935-12]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/static/css/app.css'; against '/other/**'
 [2018-09-11 11:21:35,754] 11026 [qtp605787935-12]  DEBUG FilterSecurityInterceptor beforeInvocation.209- Public object - authentication not attempted
 [2018-09-11 11:21:35,756] 11028 [qtp605787935-18]  DEBUG RequestMappingHandlerMapping getHandlerInternal.302- Did not find handler method for [/static/css/bootstrap.css]
 [2018-09-11 11:21:35,758] 11030 [qtp605787935-18]  WARN PageNotFound noHandlerFound.1136- No mapping found for HTTP request with URI [/static/css/bootstrap.css] in DispatcherServlet with name 'spring-mvc'
 [2018-09-11 11:21:35,758] 11030 [qtp605787935-12]  DEBUG FilterChainProxy doFilter.309- /static/css/app.css reached end of additional filter chain; proceeding with original chain
 [2018-09-11 11:21:35,759] 11031 [qtp605787935-18]  DEBUG HttpSessionSecurityContextRepository saveContext.337- SecurityContext is empty or contents are anonymous - context will not be stored in HttpSession.
 [2018-09-11 11:21:35,760] 11032 [qtp605787935-12]  DEBUG DispatcherServlet doService.861- DispatcherServlet with name 'spring-mvc' processing GET request for [/static/css/app.css]
 [2018-09-11 11:21:35,763] 11035 [qtp605787935-12]  DEBUG RequestMappingHandlerMapping getHandlerInternal.294- Looking up handler method for path /static/css/app.css
 [2018-09-11 11:21:35,763] 11035 [qtp605787935-18]  DEBUG DispatcherServlet processRequest.996- Successfully completed request
 [2018-09-11 11:21:35,765] 11037 [qtp605787935-18]  DEBUG ExceptionTranslationFilter doFilter.116- Chain processed normally
 [2018-09-11 11:21:35,769] 11041 [qtp605787935-18]  DEBUG SecurityContextPersistenceFilter doFilter.105- SecurityContextHolder now cleared, as request processing completed
 [2018-09-11 11:21:35,772] 11044 [qtp605787935-12]  DEBUG RequestMappingHandlerMapping getHandlerInternal.302- Did not find handler method for [/static/css/app.css]
 [2018-09-11 11:21:35,773] 11045 [qtp605787935-12]  WARN PageNotFound noHandlerFound.1136- No mapping found for HTTP request with URI [/static/css/app.css] in DispatcherServlet with name 'spring-mvc'
 [2018-09-11 11:21:35,780] 11052 [qtp605787935-12]  DEBUG HttpSessionSecurityContextRepository saveContext.337- SecurityContext is empty or contents are anonymous - context will not be stored in HttpSession.
 [2018-09-11 11:21:35,784] 11056 [qtp605787935-12]  DEBUG DispatcherServlet processRequest.996- Successfully completed request
 [2018-09-11 11:21:35,784] 11056 [qtp605787935-12]  DEBUG ExceptionTranslationFilter doFilter.116- Chain processed normally
 [2018-09-11 11:21:35,784] 11056 [qtp605787935-12]  DEBUG SecurityContextPersistenceFilter doFilter.105- SecurityContextHolder now cleared, as request processing completed
 [2018-09-11 11:21:35,891] 11163 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 1 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
 [2018-09-11 11:21:35,892] 11164 [qtp605787935-16]  DEBUG HttpSessionSecurityContextRepository readSecurityContextFromSession.171- HttpSession returned null object for SPRING_SECURITY_CONTEXT
 [2018-09-11 11:21:35,892] 11164 [qtp605787935-16]  DEBUG HttpSessionSecurityContextRepository loadContext.101- No SecurityContext was available from the HttpSession: org.eclipse.jetty.server.session.HashedSession:p232ej6rjly9g1a9tq91vl1n@118659266. A new one will be created.
 [2018-09-11 11:21:35,892] 11164 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 2 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
 [2018-09-11 11:21:35,892] 11164 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
 [2018-09-11 11:21:35,892] 11164 [qtp605787935-16]  DEBUG HstsHeaderWriter writeHeaders.128- Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@70201b26
 [2018-09-11 11:21:35,893] 11165 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
 [2018-09-11 11:21:35,893] 11165 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/logout'
 [2018-09-11 11:21:35,893] 11165 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 5 of 11 in additional filter chain; firing Filter: 'UsernamePasswordAuthenticationFilter'
 [2018-09-11 11:21:35,893] 11165 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.131- Request 'GET /favicon.ico' doesn't match 'POST /j_spring_security_check
 [2018-09-11 11:21:35,893] 11165 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 6 of 11 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
 [2018-09-11 11:21:35,893] 11165 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 7 of 11 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
 [2018-09-11 11:21:35,894] 11166 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 8 of 11 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
 [2018-09-11 11:21:35,894] 11166 [qtp605787935-16]  DEBUG AnonymousAuthenticationFilter doFilter.100- Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@9057bc48: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: p232ej6rjly9g1a9tq91vl1n; Granted Authorities: ROLE_ANONYMOUS'
 [2018-09-11 11:21:35,894] 11166 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
 [2018-09-11 11:21:35,894] 11166 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
 [2018-09-11 11:21:35,894] 11166 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.324- /favicon.ico at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
 [2018-09-11 11:21:35,895] 11167 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/'
 [2018-09-11 11:21:35,895] 11167 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/login'
 [2018-09-11 11:21:35,895] 11167 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/logout'
 [2018-09-11 11:21:35,895] 11167 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/userinfo'
 [2018-09-11 11:21:35,895] 11167 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/admin'
 [2018-09-11 11:21:35,895] 11167 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/nurse'
 [2018-09-11 11:21:35,896] 11168 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/physician'
 [2018-09-11 11:21:35,896] 11168 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/receptionist'
 [2018-09-11 11:21:35,896] 11168 [qtp605787935-16]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/favicon.ico'; against '/other/**'
 [2018-09-11 11:21:35,896] 11168 [qtp605787935-16]  DEBUG FilterSecurityInterceptor beforeInvocation.209- Public object - authentication not attempted
 [2018-09-11 11:21:35,896] 11168 [qtp605787935-16]  DEBUG FilterChainProxy doFilter.309- /favicon.ico reached end of additional filter chain; proceeding with original chain
 [2018-09-11 11:21:35,896] 11168 [qtp605787935-16]  DEBUG DispatcherServlet doService.861- DispatcherServlet with name 'spring-mvc' processing GET request for [/favicon.ico]
 [2018-09-11 11:21:35,897] 11169 [qtp605787935-16]  DEBUG RequestMappingHandlerMapping getHandlerInternal.294- Looking up handler method for path /favicon.ico
 [2018-09-11 11:21:35,900] 11172 [qtp605787935-16]  DEBUG RequestMappingHandlerMapping getHandlerInternal.302- Did not find handler method for [/favicon.ico]
 [2018-09-11 11:21:35,901] 11173 [qtp605787935-16]  WARN PageNotFound noHandlerFound.1136- No mapping found for HTTP request with URI [/favicon.ico] in DispatcherServlet with name 'spring-mvc'
 [2018-09-11 11:21:35,901] 11173 [qtp605787935-16]  DEBUG HttpSessionSecurityContextRepository saveContext.337- SecurityContext is empty or contents are anonymous - context will not be stored in HttpSession.
 [2018-09-11 11:21:35,906] 11178 [qtp605787935-16]  DEBUG DispatcherServlet processRequest.996- Successfully completed request
 [2018-09-11 11:21:35,907] 11179 [qtp605787935-16]  DEBUG ExceptionTranslationFilter doFilter.116- Chain processed normally
 [2018-09-11 11:21:35,908] 11180 [qtp605787935-16]  DEBUG SecurityContextPersistenceFilter doFilter.105- SecurityContextHolder now cleared, as request processing completed
 [2018-09-11 11:21:37,124] 12396 [qtp605787935-14]  DEBUG FilterChainProxy doFilter.324- /j_spring_security_check at position 1 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
 [2018-09-11 11:21:37,124] 12396 [qtp605787935-14]  DEBUG HttpSessionSecurityContextRepository readSecurityContextFromSession.171- HttpSession returned null object for SPRING_SECURITY_CONTEXT
 [2018-09-11 11:21:37,125] 12397 [qtp605787935-14]  DEBUG HttpSessionSecurityContextRepository loadContext.101- No SecurityContext was available from the HttpSession: org.eclipse.jetty.server.session.HashedSession:p232ej6rjly9g1a9tq91vl1n@118659266. A new one will be created.
 [2018-09-11 11:21:37,125] 12397 [qtp605787935-14]  DEBUG FilterChainProxy doFilter.324- /j_spring_security_check at position 2 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
 [2018-09-11 11:21:37,125] 12397 [qtp605787935-14]  DEBUG FilterChainProxy doFilter.324- /j_spring_security_check at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
 [2018-09-11 11:21:37,126] 12398 [qtp605787935-14]  DEBUG HstsHeaderWriter writeHeaders.128- Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@70201b26
 [2018-09-11 11:21:37,126] 12398 [qtp605787935-14]  DEBUG FilterChainProxy doFilter.324- /j_spring_security_check at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
 [2018-09-11 11:21:37,126] 12398 [qtp605787935-14]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/j_spring_security_check'; against '/logout'
 [2018-09-11 11:21:37,127] 12399 [qtp605787935-14]  DEBUG FilterChainProxy doFilter.324- /j_spring_security_check at position 5 of 11 in additional filter chain; firing Filter: 'UsernamePasswordAuthenticationFilter'
 [2018-09-11 11:21:37,127] 12399 [qtp605787935-14]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/j_spring_security_check'; against '/j_spring_security_check'
 [2018-09-11 11:21:37,127] 12399 [qtp605787935-14]  DEBUG UsernamePasswordAuthenticationFilter doFilter.211- Request is to process authentication
 [2018-09-11 11:21:37,133] 12405 [qtp605787935-14]  DEBUG ProviderManager authenticate.162- Authentication attempt using org.springframework.security.authentication.dao.DaoAuthenticationProvider
 [2018-09-11 11:21:37,172] 12444 [qtp605787935-14]  DEBUG DaoAuthenticationProvider authenticate.147- User 'doctor@gmail.com' not found
 [2018-09-11 11:21:37,173] 12445 [qtp605787935-14]  DEBUG ProviderManager authenticate.162- Authentication attempt using org.springframework.security.authentication.dao.DaoAuthenticationProvider
 [2018-09-11 11:21:37,175] 12447 [qtp605787935-14]  DEBUG JdbcTemplate query.634- Executing prepared SQL query
 [2018-09-11 11:21:37,176] 12448 [qtp605787935-14]  DEBUG JdbcTemplate execute.569- Executing prepared SQL statement [select email,password,active from users where email=?]
 [2018-09-11 11:21:37,181] 12453 [qtp605787935-14]  DEBUG DataSourceUtils doGetConnection.110- Fetching JDBC Connection from DataSource
 [2018-09-11 11:21:37,181] 12453 [qtp605787935-14]  DEBUG DriverManagerDataSource getConnectionFromDriver.162- Creating new JDBC DriverManager Connection to [jdbc:mysql://localhost/Emp?useSSL=false]
 [2018-09-11 11:21:37,527] 12799 [qtp605787935-14]  DEBUG DataSourceUtils doReleaseConnection.332- Returning JDBC Connection to DataSource
 [2018-09-11 11:21:37,529] 12801 [qtp605787935-14]  DEBUG JdbcTemplate query.634- Executing prepared SQL query
 [2018-09-11 11:21:37,530] 12802 [qtp605787935-14]  DEBUG JdbcTemplate execute.569- Executing prepared SQL statement [Select email, concat('ROLE_',role) role from users where email=?]
 [2018-09-11 11:21:37,530] 12802 [qtp605787935-14]  DEBUG DataSourceUtils doGetConnection.110- Fetching JDBC Connection from DataSource
 [2018-09-11 11:21:37,530] 12802 [qtp605787935-14]  DEBUG DriverManagerDataSource getConnectionFromDriver.162- Creating new JDBC DriverManager Connection to [jdbc:mysql://localhost/Emp?useSSL=false]
 [2018-09-11 11:21:37,567] 12839 [qtp605787935-14]  DEBUG DataSourceUtils doReleaseConnection.332- Returning JDBC Connection to DataSource
 [2018-09-11 11:21:37,568] 12840 [qtp605787935-14]  DEBUG CompositeSessionAuthenticationStrategy onAuthentication.86- Delegating to org.springframework.security.web.authentication.session.ChangeSessionIdAuthenticationStrategy@6ea03c59
 [2018-09-11 11:21:37,569] 12841 [qtp605787935-14]  DEBUG UsernamePasswordAuthenticationFilter successfulAuthentication.317- Authentication success. Updating SecurityContextHolder to contain: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@12742f0c: Principal: org.springframework.security.core.userdetails.User@dc56a450: Username: doctor@gmail.com; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_DOCTOR; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: p232ej6rjly9g1a9tq91vl1n; Granted Authorities: ROLE_DOCTOR
 [2018-09-11 11:21:37,569] 12841 [qtp605787935-14]  DEBUG SavedRequestAwareAuthenticationSuccessHandler determineTargetUrl.110- Using default Url: /userInfo
 [2018-09-11 11:21:37,570] 12842 [qtp605787935-14]  DEBUG DefaultRedirectStrategy sendRedirect.39- Redirecting to '/userInfo'
 [2018-09-11 11:21:37,570] 12842 [qtp605787935-14]  DEBUG HttpSessionSecurityContextRepository saveContext.362- SecurityContext 'org.springframework.security.core.context.SecurityContextImpl@12742f0c: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@12742f0c: Principal: org.springframework.security.core.userdetails.User@dc56a450: Username: doctor@gmail.com; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_DOCTOR; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: p232ej6rjly9g1a9tq91vl1n; Granted Authorities: ROLE_DOCTOR' stored to HttpSession: 'org.eclipse.jetty.server.session.HashedSession:1iuodvnbocv0g1f0gwfuqmazdf@118659266
 [2018-09-11 11:21:37,571] 12843 [qtp605787935-14]  DEBUG SecurityContextPersistenceFilter doFilter.105- SecurityContextHolder now cleared, as request processing completed
 [2018-09-11 11:21:37,574] 12846 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 1 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
 [2018-09-11 11:21:37,575] 12847 [qtp605787935-17]  DEBUG HttpSessionSecurityContextRepository readSecurityContextFromSession.192- Obtained a valid SecurityContext from SPRING_SECURITY_CONTEXT: 'org.springframework.security.core.context.SecurityContextImpl@12742f0c: Authentication: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@12742f0c: Principal: org.springframework.security.core.userdetails.User@dc56a450: Username: doctor@gmail.com; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_DOCTOR; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: p232ej6rjly9g1a9tq91vl1n; Granted Authorities: ROLE_DOCTOR'
 [2018-09-11 11:21:37,575] 12847 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 2 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
 [2018-09-11 11:21:37,575] 12847 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
 [2018-09-11 11:21:37,575] 12847 [qtp605787935-17]  DEBUG HstsHeaderWriter writeHeaders.128- Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@70201b26
 [2018-09-11 11:21:37,576] 12848 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
 [2018-09-11 11:21:37,576] 12848 [qtp605787935-17]  DEBUG AntPathRequestMatcher matches.151- Checking match of request : '/userinfo'; against '/logout'
 [2018-09-11 11:21:37,576] 12848 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 5 of 11 in additional filter chain; firing Filter: 'UsernamePasswordAuthenticationFilter'
 [2018-09-11 11:21:37,576] 12848 [qtp605787935-17]  DEBUG AntPathRequestMatcher matches.131- Request 'GET /userinfo' doesn't match 'POST /j_spring_security_check
 [2018-09-11 11:21:37,576] 12848 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 6 of 11 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
 [2018-09-11 11:21:37,577] 12849 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 7 of 11 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
 [2018-09-11 11:21:37,577] 12849 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 8 of 11 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
 [2018-09-11 11:21:37,577] 12849 [qtp605787935-17]  DEBUG AnonymousAuthenticationFilter doFilter.106- SecurityContextHolder not populated with anonymous token, as it already contained: 'org.springframework.security.authentication.UsernamePasswordAuthenticationToken@12742f0c: Principal: org.springframework.security.core.userdetails.User@dc56a450: Username: doctor@gmail.com; Password: [PROTECTED]; Enabled: true; AccountNonExpired: true; credentialsNonExpired: true; AccountNonLocked: true; Granted Authorities: ROLE_DOCTOR; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@2cd90: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: p232ej6rjly9g1a9tq91vl1n; Granted Authorities: ROLE_DOCTOR'
 [2018-09-11 11:21:37,577] 12849 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
 [2018-09-11 11:21:37,577] 12849 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
 [2018-09-11 11:21:37,578] 12850 [qtp605787935-17]  DEBUG FilterChainProxy doFilter.324- /userInfo at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
